subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
61,283960542,1,767282.516894567,767400.481124407,767286.429316173,767404.393606685,OK,OK,1,10,NO RESPONSE,NO RESPONSE,NaN,NaN,201,203,1,Binocular,10,200,196,CFS,nogo,bellow,tape,z,z,1,1,767562.333050904,767568.40685478,767573.660167483,767577.572620482,Return,OK,3,1,1,,,0,0,NaN,NaN,tape  ,6.04570819367655,1,NO RESPONSE,NaN,1
61,283960542,2,767291.822710659,767408.336071494,767295.735204407,767412.248563129,OK,OK,10,8,NO RESPONSE,NO RESPONSE,NaN,NaN,197,194,1,Binocular,2,197,194,Binocular,nogo,pipe,pipe,z,z,1,1,767579.933844643,767595.93388177,767600.096798633,767604.0092791,Return,OK,4,1,1,,,0,0,NaN,NaN,pencil sharpener,15.9875339918071,1,NO RESPONSE,NaN,1
61,283960542,3,767307.022276662,767414.159786702,767319.740316198,767424.07596752,OK,OK,0,0,f,f,12.6088823515456,9.89816896163393,206,207,1,Not Studied,7,198,193,Binocular,nogo,frame,chest,f,f,0,0,767606.450798372,767626.133198448,767630.005654211,767633.918104191,Return,OK,7,0,0,,,0,0,NaN,NaN,car,19.6610766485101,1,NO RESPONSE,NaN,1
61,283960542,4,767325.443877608,767427.167948664,767328.355726911,767429.279273416,OK,OK,0,0,f,f,2.81892911077011,2.06582936120685,199,195,1,Not Studied,6,203,201,CFS,nogo,scroll,bowling pin,f,f,0,0,767636.039439421,767644.394703901,767648.807150712,767652.719956268,Return,OK,0,0,0,,,0,0,NaN,NaN,bird,8.33555593853816,1,NO RESPONSE,NaN,1
61,283960542,5,767333.248824228,767434.292429448,767334.559669404,767435.102910446,OK,OK,2,10,j,j,1.29359246755484,0.717061548959464,205,204,1,CFS,11,204,205,Not Studied,nogo,cheese grater,bowtie,j,j,0,1,767654.751177281,767661.305365433,767663.966994463,767667.879471006,Return,OK,2,0.5,0.267630714259495,2@,1!,1.3579903612911,3.47324665915133,2.34671662001737,2.72756544917343,blanket,6.52695424505509,1,NO RESPONSE,NaN,1
61,283960542,6,767344.896128471,767441.957266817,767346.307043103,767442.667712166,OK,OK,8,7,j,f,1.32580505043734,0.667836527805775,203,201,1,CFS,8,207,206,CFS,go,bowling pin,axe,j,j,0,1,767669.700631979,767678.936437817,767682.068425553,767684.57996172,Return,Return,2,0.389400391535702,0.236183276370507,1!,,2.93530958429394,1.82855441415962,2.49054657589196,2.81268517361682,bird,9.22459008323494,1,Return,2.44061403058004,1
61,283960542,7,767353.591621795,767447.1304951,767357.50406936,767451.042972548,OK,OK,1,6,NO RESPONSE,NO RESPONSE,NaN,NaN,198,193,1,Binocular,9,202,208,Not Studied,go,chest,zip tie,z,z,1,1,767686.591274368,767703.972195601,767707.684552551,767709.595727225,Return,Return,10,1,1,,,0,0,NaN,NaN,desk,17.3567257252289,1,Return,1.82321836659685,1
61,283960542,8,767362.42716581,767454.004824734,767363.738042379,767455.61586922,OK,OK,2,4,j,j,1.20987742277794,1.50765199016314,207,206,1,CFS,12,208,202,Binocular,nogo,axe,hockey stick,j,j,0,1,767712.477562604,767726.316271191,767730.448852964,767734.361325582,Return,OK,7,0.343644639395486,0.236183276370507,1!,2@,1.77338589299328,3.25136669041264,2.56660933584118,2.81268517361682,tool,13.8133319488261,1,NO RESPONSE,NaN,1
61,283960542,9,767368.701133951,767460.008599037,767371.112636582,767461.919804499,OK,OK,0,0,f,f,2.36755300208461,1.87955612689257,202,208,1,Not Studied,5,205,204,CFS,nogo,zip tie,cheese grater,f,f,0,0,767738.51394642,767750.451437082,767753.303274233,767757.215736588,Return,OK,3,0,0,,,0,0,NaN,NaN,hammer,11.9197616368765,1,NO RESPONSE,NaN,1
61,283960542,10,767375.095197633,767464.411426867,767376.405997533,767466.022376876,OK,OK,8,0,j,j,1.2772190409014,1.51653265138157,200,196,1,CFS,3,206,207,Not Studied,nogo,tape,frame,j,j,0,1,767760.227588035,767766.661664648,767768.813003237,767772.725468611,Return,OK,1,0.303265329856317,0.208431009839254,2@,3#,2.16458327977738,2.00935148159574,2.64557860575162,2.90105749272224,window,6.41329258796759,1,NO RESPONSE,NaN,1
61,283960542,11,767384.531101029,767472.076229826,767386.242190521,767473.587182219,OK,OK,0,0,f,f,1.62483922834508,1.49134315887932,204,205,1,Not Studied,1,201,203,Binocular,nogo,bowtie,bellow,f,f,0,0,767774.526623118,767794.299058326,767797.010773246,767800.923217793,Return,OK,5,0,0,,,0,0,NaN,NaN,scroll,19.7449051880976,1,NO RESPONSE,NaN,1
61,283960542,12,767393.126496825,767479.110659782,767397.038979706,767483.023111875,OK,OK,1,9,NO RESPONSE,NO RESPONSE,NaN,NaN,208,202,1,Binocular,4,199,195,Not Studied,go,hockey stick,scroll,z,z,1,1,767804.015179015,767815.191907524,767818.264130925,767820.175353894,Return,Return,6,1,1,,,0,0,NaN,NaN,wall reflection,11.1512881802628,1,Return,1.86211325391196,1
